county,T,loss
12103.0,2,"[3280656.528198258, 6789371.404265683, 3950279.5407201634, 5587364.513096292, 1825704.455736749, 2291101.0004636873, 3129546.785633235, 3666348.926401015, 4475422.79688644, 3502521.0226725205, 4623949.177591536, 8940173.464008791, 3770642.5381161133, 3483066.6148144505, 6711469.870276637, 1397277.7696624221, 4381154.509326792, 4584924.718695779, 5152608.044496032, 4160889.4011376565, 4795796.449122169, 6891248.31736503, 2943398.126657406, 9096719.944123173, 3992450.080716403, 3656876.048683615, 3436555.022844229, 7728532.046124252, 2851138.6860030405, 4796787.430072501]"
12103.0,3,"[1817115.7786861695, 14132028.936347008, 2292002.5410491605, 3875599.6247278843, 3680795.0338837076, 3699454.0539510427, 2695658.246726782, 9004532.834330292, 5413886.706378163, 6758596.661130643, 2588963.4659973276, 3817555.9931801506, 5958575.135073499, 4805173.039554322, 5979238.975645938, 3304942.629518792, 2512746.376693432, 673589.4482469587, 2367895.8827761714, 2762032.4543301756, 1540724.947624627, 9878940.950342786, 10328780.067607919, 2989646.576745146, 2012490.1034530804, 1763160.1992563147, 1127667.4690311062, 3170554.0559069286, 8835319.851913827, 3354065.817738745]"
12103.0,4,"[2519361.493949269, 6959242.4671077365, 5821097.509675941, 4805829.694118693, 6893160.683554117, 2983527.684601276, 2050600.3387154164, 3900497.1147703505, 5600844.016653102, 9400221.237950042, 6713164.151301233, 11130918.209883062, 7671645.920279008, 5805759.972484418, 2516822.551227261, 702763.9647266576, 3128415.8597587897, 8343620.177472587, 5809055.525786438, 6509760.982941708, 2146232.62008549, 1885412.7534074965, 6806107.587464042, 5672231.742593941, 4923942.602531755, 2696197.3790446254, 6675641.118789179, 749572.5730014425, 1697487.6856966654, 4572071.012632118]"
12103.0,5,"[6419333.825892072, 4499699.130404547, 1481305.5784548258, 7295952.124503614, 8962766.218811419, 1437812.525597079, 3301890.6516459915, 9178253.53047714, 5152971.309804604, 10419479.309692329, 11679043.920859756, 2760745.8036522004, 8806534.802786322, 3136721.0647619786, 4371826.057880237, 9961271.540288178, 8745812.943159012, 2415893.065337884, 1574765.5001065964, 1160273.6560554206, 2915533.974421593, 6583382.667112521, 8328668.994163003, 1600771.2638101603, 7378180.040190673, 4877159.37495805, 6304526.661125272, 4046990.606474348, 3388077.599891526, 1374934.8069403023]"
12103.0,6,"[3038259.5997492755, 4176927.8333717207, 5899808.4963246975, 4890362.145614454, 12307329.782823492, 4651002.002853242, 2766733.236641458, 3986222.852400248, 7776107.774439382, 9271709.171104733, 5511919.350024577, 2061495.3703941773, 10067720.106934331, 5326788.565947844, 8124506.390485228, 3103428.1619701805, 2832234.112038568, 1659277.7256024107, 3969900.7251216182, 5624509.834268573, 3144612.592403246, 7315681.678958033, 4167707.6894359165, 6308290.325881955, 5958959.094985773, 1338724.9648770986, 5798279.711398456, 7730199.447603155, 8760792.624960138, 4060249.0562036815]"
12103.0,7,"[13057890.422926877, 3106514.618578436, 3742990.3857464576, 1893882.2831246005, 4992133.628062855, 5287958.421454221, 2311056.410082975, 5667860.3454010235, 3431877.8758447617, 3090476.860314462, 5744886.669225497, 2655413.8323556203, 3174259.3505420173, 5438763.038582516, 5736318.63636978, 3212730.1508251172, 5780501.497350063, 5376952.831824243, 6506819.818179083, 3494577.729015911, 6130833.5641008075, 4894833.329609392, 2770809.13286515, 8917870.640522426, 3046762.787766606, 1748840.5925364834, 11334745.970531251, 9706927.285900796, 11153611.362855049, 5179943.366995327]"
12103.0,8,"[4871113.856784873, 9986204.249285148, 8015208.235827429, 4664456.272972101, 6531159.893176858, 3941448.871582553, 5128068.354975729, 3215677.7049071337, 4040411.6877101096, 3693370.010258575, 5377585.9919032045, 6138072.9550335435, 11813622.089428, 4610395.039179742, 4855300.597907754, 2882786.5329601057, 7832943.522585063, 4525540.254584622, 3761784.045317404, 3080780.2685098657, 6067694.792898527, 9041032.386700228, 9996916.369181208, 6717698.494873748, 797548.8070880162, 8324503.200752112, 8118334.954716319, 5610236.358821455, 4150113.033308607, 3146261.0295503135]"
12103.0,9,"[1478583.8705779572, 3284657.0343988957, 2736440.111343687, 3258610.4648238793, 8431101.644746026, 7180332.751119433, 2378513.3972318075, 3082255.2881811447, 4059356.92078086, 6214757.145739152, 9627001.267697671, 4568749.518694412, 6160378.381161528, 7685405.966102647, 7234350.513433799, 6624477.270641851, 4464012.900448681, 6633285.7124905335, 7248080.221132599, 646655.7707892773, 485439.73744856176, 5068502.904901112, 3213296.3945109164, 2697246.8351056087, 1998790.5954368128, 2659801.4197939187, 3572817.7297551483, 4022508.0601491886, 4688624.4175502695, 3034069.1987038264]"
12105.0,0,"[112998.72497748313, 47122.368324588584, 61662.34712179146, 527925.056708509, 169763.26675895884, 369980.39514833177, 36332.918701942705, 75686.305234852, 117085.92700357414, 703356.3510240726, 42326.41021126363, 294629.9760802733, 161028.68111628242, 163473.16402132338, 175799.38337392328, 445241.27312462556, 79695.63374217886, 444039.9168128648, 351117.14067006274, 378839.3428947143, 449011.40355737635, 236048.65187365244, 160574.28386450998, 115783.17252322366, 141807.64332262907, 26944.677361864335, 127457.21599006717, 153067.9140039553, 178065.19424151425, 37119.639880901545]"
12105.0,1,"[252260.08065555012, 19514.53512651244, 81853.14240415055, 85098.47525346593, 363858.01196515124, 271966.51140176045, 256192.57071328702, 100426.98044382043, 156665.4686582939, 242017.28498738926, 191474.45906127602, 444583.55088762054, 44105.96240941112, 251350.19274162364, 281430.8802010475, 64542.95175673351, 119395.0199832025, 29784.620097169034, 38217.024708896686, 259086.8007206508, 87988.88976758902, 372489.9820547388, 288043.6690031661, 71552.88668614134, 33848.97276146435, 45167.31676266726, 119190.78903518528, 79357.24054874614, 255202.56491368535, 287424.79619669844]"
12105.0,2,"[380102.70712304517, 386658.2719968597, 592718.4287725391, 122883.57666956504, 57693.595072217395, 327852.3987950074, 84968.95500515627, 192912.2877894942, 131692.66099046345, 94843.15844863685, 296327.0632956986, 113431.55581667877, 370801.8434511124, 42205.145324844896, 205451.6353134438, 387397.48454797105, 509638.6834517753, 348674.5064933988, 94280.1491908813, 206754.52168227787, 108557.83337358927, 54183.92255721575, 198516.25342073417, 250979.03513897, 334811.1429293, 154282.0549728251, 251765.7498451047, 145235.10546963493, 314099.9721179377, 408498.57687983196]"
12105.0,3,"[190402.48844590285, 492790.9177044635, 97467.80618263525, 138678.9482516578, 376047.315134359, 356581.1492276992, 273597.7031283496, 315833.04882706853, 196854.99915032845, 196789.93531375192, 64314.42836411036, 148767.02054079014, 99709.02849629801, 402317.05357081187, 528871.0740039888, 83924.41855118232, 324332.5870238159, 300551.6084164519, 179521.78605822744, 269714.98846100585, 166919.65767387897, 92530.25002018917, 257536.58405704316, 99458.744285308, 198930.96256699142, 222227.50500055525, 328380.4158055821, 127218.38526457742, 355534.52212297247, 47244.59646606022]"
12105.0,4,"[220787.1443337793, 158219.8933306022, 107724.02645780306, 110177.70873683132, 162184.93906542737, 21873.801787395576, 28502.087745993314, 144612.63908521246, 284270.72623054025, 269355.56333201716, 276397.2216575759, 21609.067593063137, 284349.62689011317, 45127.38420731789, 201051.04861610464, 148928.95625187765, 172641.8314478133, 235012.99317471162, 389516.246953091, 43608.753931200765, 434597.43150997645, 371263.26403762307, 173426.64380847596, 379928.2245082518, 111788.13317779909, 154816.30546936402, 705288.7985984911, 351351.9820913623, 133041.56520497435, 228455.8896561759]"
12105.0,5,"[114981.77631958768, 114250.68492580521, 368202.8823124657, 38768.679737512706, 69079.5617520171, 323446.4182720022, 172804.07489770505, 592667.5290123657, 138779.23163452646, 84971.61246438163, 71801.48498383396, 155748.65931416804, 327990.84618607076, 471295.8038186998, 118488.14918310635, 122382.96429606112, 294736.00680281484, 162442.09424171943, 300660.6292664232, 49851.931522540115, 23873.695468431644, 100537.46952492236, 184662.01835113944, 114702.0391611482, 422381.7616334595, 7225.500996469419, 669940.8836128592, 79292.64620882404, 94879.10506735838, 173512.15313936892]"
12105.0,6,"[91618.29103508807, 155742.01482941656, 64105.18701300166, 585393.6814558894, 608082.2518373313, 107283.24473359808, 33286.81251834868, 475412.1782354191, 532210.878287297, 191735.26660772628, 134804.99863847997, 440132.0435995782, 347880.7490240807, 29364.4255398122, 401003.777511193, 46835.16299914694, 91287.07032123764, 50832.078171034686, 216828.1165000066, 110237.58129041325, 28311.53427407894, 271018.5283470769, 431282.90504699707, 203183.57085395805, 159111.11785120377, 364415.28593769, 263354.79188098985, 156535.79087019403, 139253.17703648595, 79921.8637980792]"
12105.0,7,"[501048.4983796395, 118692.7889481007, 118101.49799072414, 79228.74414428812, 345137.15760310134, 425373.79372753575, 143797.97223200373, 258088.33309322406, 263730.1057316325, 273950.4821967875, 92987.50772930348, 321618.94832408335, 121322.1137579648, 366963.72883932316, 88286.66716386983, 108600.1631997415, 800609.857690379, 218625.829162937, 176480.55555267673, 126675.00228489169, 223934.7042016399, 439759.41059003735, 203829.67180180564, 178797.94664657192, 59312.614807028665, 643884.1329562649, 34569.93247651307, 171362.35406020438, 479770.15329809627, 153227.39065394853]"
12105.0,8,"[211536.37045878678, 184258.01974103268, 390967.22454145725, 198267.6914861473, 278970.49859904434, 708596.5863672956, 215327.16887011012, 432223.948898397, 166391.6109621119, 42350.28250307588, 235307.2694022051, 230776.22062383295, 91844.22047240523, 168796.21547267272, 15948.660729187517, 128133.62479143297, 851182.6721710515, 23086.856097236956, 547242.7301879666, 142506.4367309948, 517066.92164872016, 471535.06069489114, 301026.23028089356, 92305.33069273237, 105634.19884436323, 328057.84969583974, 123579.24991747168, 417222.3037008553, 273121.86287902686, 181512.51553037646]"
12105.0,9,"[64747.985816362256, 282942.7719670431, 303214.47520185495, 294152.8718761179, 52151.05820900363, 250413.29667011977, 204819.59429064495, 295104.8165433631, 304061.7263324377, 267720.75286509935, 124585.53046039015, 464850.6278558363, 318501.4672217807, 131593.94102060748, 93539.65422955384, 427988.42083573766, 136500.16814911118, 206462.54743207162, 168579.22893129787, 16100.66121458972, 91788.1056260721, 512512.94164438045, 113147.0756451063, 492403.6549603455, 556593.9311396547, 276056.283712571, 203357.13918349118, 373506.4967049665, 352191.8954036713, 126347.78352997663]"
12107.0,0,"[9575.570123809428, 2006.5004810450941, 12308.268326363734, 20084.632290019807, 11317.205089195018, 132213.4341813022, 0.0, 76432.06422435468, 30597.619219910277, 157455.35230788245, 1.3811222031590134, 15669.324101687065, 3473.1067031206126, 3740.7316190447577, 3704.411000697032, 215029.01139855344, 31391.154835442754, 202839.65479354578, 1199.171350151423, 22421.798877436315, 97216.69038755586, 55.257727612050324, 10039.737190742111, 34182.543705745455, 96143.99537294166, 0.0012763544818586835, 53.5920797734138, 10682.495980198755, 1295.3405819471461, 20254.205317020456]"
12107.0,1,"[2608.8869895803227, 38543.78320002621, 2396.966467691109, 23.14543984337021, 25696.218413495422, 2995.3662938309067, 3564.0886347775363, 5307.389344625053, 2471.2964346840627, 13542.78955375692, 2727.1270673235786, 2520.7731672948908, 24876.419167195447, 2026.6929909320795, 63924.14655105942, 1849.5080317136064, 29067.75942268618, 177.81086791641223, 28.469780859566182, 136523.39113060667, 61415.57380351871, 117140.68630025208, 15652.298956842951, 989.1508932515515, 1462.62299742159, 6115.500510193796, 21746.326489434956, 576.9290774788569, 51722.49028801327, 72680.28922013551]"
12107.0,2,"[35673.25962426242, 36870.77485512824, 55529.38730693303, 3310.1020398698556, 160.81342893014673, 71113.037870154, 30949.279274905875, 12932.799617543345, 36471.39180330024, 7145.230757879393, 98289.5990752556, 92512.09869048191, 59154.04567590353, 64475.44578994021, 37296.87672480117, 39052.37271236284, 32511.785533552873, 27487.342529095004, 7954.478946575712, 83360.55035723177, 168.39422644844666, 1111.2113418417757, 20454.931674029114, 108776.42272763375, 21191.45570742906, 8711.9953361866, 29347.04655061421, 1809.8173384248316, 126446.39112074304, 58516.19504949675]"
12107.0,3,"[43289.6482583185, 12351.000583386363, 23.054482896331436, 3874.622581699577, 370347.20704378496, 465373.5915546407, 21404.644770034814, 136010.56182054, 108405.23672981758, 4869.19479597827, 14863.368938311849, 61780.10193918071, 110582.9508623936, 74283.31572323291, 95652.43780805425, 12194.565375794049, 170491.3467438475, 234646.06370400742, 104261.2931454013, 72535.89570417388, 141392.34263766537, 0.15550740323302545, 581.5582683074236, 30691.168514603094, 74223.3516832624, 110168.0692156092, 256360.09799395944, 63898.83788920822, 25058.31434271594, 3230.6965800070393]"
12107.0,4,"[114895.18186519682, 6796.646030890033, 8889.793657833236, 6.648672934188347, 39171.25303114138, 4098.363803128568, 27187.762201012272, 7856.177538542782, 30978.494937392807, 15155.795027147566, 39283.597418848825, 0.10528236893233658, 2938.2419492987883, 16028.695247111656, 63065.866331047735, 511.11591083892785, 2409.1714894455467, 2072.8915484653494, 1742.9759181802704, 2870.0658519379676, 33531.32334144952, 112874.57984051117, 62853.47064151537, 28352.305106100295, 713.7424161924748, 36173.09421240707, 267662.99341568496, 126690.82671553962, 16400.770401128393, 49736.203535739165]"
12107.0,5,"[29448.955604065726, 23978.212256534753, 79975.89991784173, 482.1192483339239, 45.173403417642945, 104545.91172423158, 3253.998174998496, 29654.562095427515, 1300.416933992685, 0.42270555519955016, 1110.525940660278, 12620.190424820197, 1657.2770554894971, 118887.59160647109, 25551.79223048029, 1021.905364171254, 18023.56793250507, 87335.87577638787, 76344.2774283923, 8923.093457884132, 92041.13648043241, 3369.0786458869507, 261222.57751970354, 8492.431478602293, 66509.9168304944, 5219.684887899484, 118741.89030584825, 43462.78442970163, 12082.665707987346, 2534.113929017049]"
12107.0,6,"[15478.407539900769, 83223.4135475797, 2067.7403064254386, 109058.54502221267, 131208.3521264995, 1655.4918595235285, 6927.195856928758, 53167.619117678674, 77769.1650464067, 135290.9665833619, 51692.71294279428, 5196.195060130667, 54146.35176205034, 343.32931406611823, 41328.74068087492, 1814.4512464344323, 28987.12605185796, 32799.541994250925, 180873.97434546458, 11938.002109769752, 2659.627855123912, 58541.98096355492, 310530.7655336318, 4320.783817052391, 13400.40969083711, 119084.62486062906, 226799.37354622615, 1521.6101116633097, 64.33033618858958, 796.3456606018898]"
12107.0,7,"[4897.328062469693, 15228.363129440797, 1232.2804855532388, 51734.61272839296, 82357.96113119482, 68074.26318780666, 58912.33942686113, 66615.92105211751, 486.16411246100523, 5416.851227193242, 38764.48957959567, 95066.73716129056, 8950.044706738194, 63779.24075911039, 2402.550998757855, 82.37581079734719, 123959.0133994065, 634.2169551176862, 6033.341256940865, 18086.95053003277, 17060.524849838726, 206949.3925220947, 7526.502241999857, 590.240079275856, 6521.08816381551, 112024.80675673728, 0.002265381839610331, 17378.79341911979, 4057.1625813120827, 8031.056182066501]"
12107.0,8,"[63560.18884889635, 33787.76376865229, 16341.773582694328, 235538.93319612957, 117242.47644485613, 71003.70060976793, 134367.3306598203, 3292.0158547341703, 56542.23715700187, 415.36008074954293, 13051.862714387611, 31923.0162441934, 881.5269624681423, 71550.46607342229, 499.6285823105917, 10021.475341143761, 188944.07475035483, 12.66999848190149, 15666.090962857239, 79275.44271022946, 30548.85514743948, 13096.776481319099, 79555.17032728672, 5.015883337550088, 45553.60045488755, 101821.35649590752, 1916.0269412162477, 156185.10930471495, 5651.337882438929, 22251.390368549546]"
12107.0,9,"[20705.27793180765, 9193.757002953307, 29396.28562835821, 104055.65313094882, 66280.33756991145, 13337.898944062086, 131092.66438720678, 33546.458836351754, 80886.82999824, 57681.09081456144, 13.373684182010647, 35231.668653574256, 2391.32575017592, 11032.438076166363, 4924.016736815601, 125915.03674337498, 871.2870508262566, 27909.423629813435, 28372.099936600996, 2908.844237415974, 26468.322409129898, 124379.67129708685, 624.8168692707964, 92004.5168325526, 36554.1781351698, 22001.350966999536, 5846.056832952979, 79687.34156616183, 9709.757336135322, 40284.401177710395]"
12109.0,0,"[138726.52678839708, 277047.294836338, 91846.51594054591, 136066.52911990188, 46774.25780826521, 78654.36429652489, 25879.509584464784, 340058.7116496553, 147271.29495087688, 826510.412997063, 23894.587153995002, 156642.28909104565, 99127.18731508465, 140166.72372732536, 280653.15586189216, 314992.45621523587, 70041.39203917145, 219477.51168479657, 197062.78459479453, 377399.6958271956, 303773.08054375846, 91460.50119930296, 73380.54037335225, 306309.7573523739, 425012.37496158655, 19142.989278802535, 221557.54924661646, 213080.4576762435, 88785.37584329634, 115678.734477397]"
12109.0,1,"[2142.9561685354024, 114490.46797163281, 102297.06715647854, 78369.09073785818, 128312.69410205525, 216361.3919720281, 94869.2791386488, 112738.45934871955, 221157.87816121106, 65853.7367538727, 91303.7609945853, 65102.47793247796, 132953.5472106021, 12338.0688921536, 348690.8666359503, 171536.59666234898, 231824.27973594898, 206252.21334249954, 36722.1423680664, 551147.817872511, 220983.85741290785, 410375.03739450313, 144162.85863306513, 25347.282240525994, 38035.68900549068, 231603.6728696759, 224443.12621032746, 22124.04392319601, 279802.9570996395, 234380.44864724475]"
12109.0,2,"[119160.15959874615, 98616.17855716927, 93060.92825398456, 39627.70101847457, 73015.44654306925, 550963.1467852513, 157274.2572404623, 85542.64339955394, 257076.92324830056, 129457.06752362433, 384201.1817168481, 371735.94258969225, 318052.5828931072, 96181.65712684058, 515621.2085584119, 130074.81312052249, 116454.88629793942, 235072.24147835842, 275090.4355856579, 45106.88164879494, 246752.6585723402, 123303.12965514357, 218871.50337043972, 410849.84116891987, 365737.3484552769, 168339.72309285574, 444013.35936718446, 194680.75842954163, 133183.9775590066, 175583.89582487178]"
12109.0,3,"[382265.3704772071, 127763.07848933144, 24783.111407936663, 86047.40227974694, 472941.6078640451, 488030.48584822466, 191174.33623622634, 161575.1520932886, 174741.1177078823, 44556.41165141889, 125586.50089950346, 525181.5605954524, 358879.9026250703, 222814.61451475022, 530618.3545107389, 193514.83192157338, 349530.3610990162, 72213.2345983461, 46080.810896040406, 352381.2133166445, 81834.56414931046, 116402.95180493844, 85291.05377694519, 210988.52376964618, 197441.14516144124, 204090.71008822764, 268706.7495268674, 186996.06346399547, 205135.25991075946, 21443.000245216088]"
12109.0,4,"[260052.2988132211, 59405.2867004256, 141963.63333079146, 29563.35629786289, 674259.8506114049, 116501.41818289486, 41102.36760009809, 256300.18874175902, 118902.29368284046, 225212.49599097567, 54292.89676023579, 73067.05934774068, 131850.93801443776, 295387.2899900274, 336223.37972409383, 38243.8737460168, 176528.04022347447, 18439.860828260917, 138315.97957757374, 181461.6085935217, 112565.7182583215, 372501.463286816, 317237.7005954044, 207537.14006233864, 45542.690192906026, 331168.2334747156, 320197.371515197, 173962.18528244266, 250074.8720678698, 256312.658257622]"
12109.0,5,"[203391.15405401392, 364090.2868394177, 314621.6241454445, 125671.42824664319, 17901.173036279477, 249017.79866263675, 48861.07067821854, 332832.2518064273, 81285.32147726793, 34375.68865326344, 252675.21377860164, 433605.14284698217, 152340.31646434392, 197619.22440026645, 122992.81807042277, 155103.97778128236, 85144.585566533, 364667.7353171651, 118725.0675260446, 158169.68685468755, 422523.96838385134, 19720.99753551498, 191454.34125709874, 258827.2525870937, 188337.25084317752, 154920.56610697776, 284957.7247675298, 208064.30355179793, 148866.41837018164, 129030.72395198602]"
12109.0,6,"[189324.56313995775, 453388.6088066142, 151967.19471120194, 328345.89402930037, 426858.1724648408, 197820.19492877385, 35272.53667069089, 102597.81530435605, 152848.0517758013, 539725.0979283309, 425598.8025869169, 256858.23259559905, 298030.2970976457, 154816.17256228035, 77351.83009358437, 204947.45848748882, 289224.32861574664, 194088.25966654086, 466726.43417580664, 248055.0539973917, 64864.19475286252, 125746.26521207984, 371843.4166470661, 191393.55824428238, 183356.32148144237, 371640.4178678581, 675629.9263102897, 73682.10677050381, 103560.72634839569, 147729.93193980106]"
12109.0,7,"[49952.233250393976, 72881.89991929052, 45571.919035933315, 210440.48895908368, 100520.52943813786, 333377.48458151496, 40433.97290766697, 100084.18434580765, 26190.485988134024, 421280.54030435445, 268382.5754571673, 260917.07499119182, 140603.31511124104, 100201.3313124604, 214036.86751895674, 96706.29414876031, 145784.51674717412, 83931.0187093483, 58461.30982015083, 447485.7027534635, 82540.0301548614, 637168.9751989624, 156560.6157918003, 222129.52442383845, 88128.21922620424, 228620.07498169274, 10633.744372108786, 126575.94665867955, 167613.34134053558, 42420.61826303438]"
12109.0,8,"[396247.0137338278, 297565.41191154136, 79365.76690746957, 566746.7377506462, 487546.92295470345, 270300.3681640122, 518868.5134528005, 190803.83954271357, 161536.22427731458, 25261.030131991214, 53884.39275343304, 246125.41411125512, 132056.83703117806, 278851.66554948053, 182471.9348030762, 192951.37725670898, 311301.03103185736, 103466.87500371058, 45493.038911167416, 146173.76907521614, 663945.2560851863, 234577.28098616525, 586640.0541650456, 93247.46826217284, 168990.52622954352, 164413.37088426788, 41828.36454683323, 228829.6090822663, 183862.29785078022, 132685.39737110806]"
12109.0,9,"[202838.6228565873, 139077.31393133508, 64773.22528472586, 223149.10498837472, 417374.240503937, 171576.45568333933, 70576.11771816145, 175212.90013121648, 194325.4751582198, 162444.06253950356, 10855.829174171804, 111664.07762095206, 44639.11748097904, 129022.94220256191, 391482.0275097403, 966824.9848973933, 92837.829219008, 208246.8603399881, 162652.32048182396, 25689.630596259103, 48318.882075093024, 723830.4076349181, 61786.6330389424, 224737.78083388731, 164144.9681797912, 59235.07871775204, 249014.27446209412, 244118.03466602246, 504489.7858382068, 98861.61127526425]"
12111.0,0,"[1625841.9671896389, 1752294.077660985, 1939799.419767159, 2410434.2009517294, 1425510.007271344, 3467926.5781359333, 596040.9374447583, 3469919.508364494, 4301591.324434312, 2183989.457029139, 637917.9131079412, 674315.3080339403, 1438046.571920305, 1339737.3443155908, 1380996.6659952174, 2241459.2003679993, 2020411.6052671287, 3443625.1037039366, 2489336.466155257, 3364975.796870773, 2726842.0856252667, 1321942.1315341282, 1584876.8105477626, 1020056.2164724816, 1064664.2679507772, 485125.44619851606, 1814454.5823637384, 870214.1334063669, 886228.7769718093, 1133154.016361943]"
12111.0,1,"[1024567.2369436971, 2048281.4191774447, 746363.5653670203, 669326.8258798666, 3829155.631047666, 823529.9330618653, 1764378.662053122, 1206774.0766595723, 876060.5318505081, 1884946.0352554454, 1203977.7061264415, 2133190.3481968236, 1656494.1703917887, 265470.1838130825, 2800426.5379363205, 1271669.8678812676, 1529031.9319633169, 1812306.5173582507, 2252084.08104701, 3456440.762660601, 3771927.1907380144, 2208693.5639710356, 2749535.036852824, 926940.4529105286, 825674.6067631139, 1681011.0739059148, 1004983.8310604374, 1050512.6127697886, 3085828.16454998, 3306657.658786227]"
12111.0,2,"[2686441.4979624804, 2843771.1623393805, 1957247.9894396204, 2341187.6009135377, 838781.9878078686, 4400803.654437709, 738662.042646213, 3051507.8042427567, 970129.5117310574, 903594.2296064082, 1240877.5937137702, 4416477.024978899, 3482826.402178038, 930712.9809154343, 3317844.0873760334, 456979.49421073, 2415259.7297005295, 2323720.1412792886, 614959.1486337609, 3931116.498590353, 1028196.5027171538, 720250.9723637687, 1694861.245745097, 1756331.3049193558, 1265886.5641049603, 751046.0794653064, 3536440.856529575, 837797.7394233536, 4776289.11388868, 2392916.427119811]"
12111.0,3,"[1844411.760507834, 2810152.8832971537, 495170.91488968465, 1772566.575544408, 5142512.754703122, 5038053.073983545, 491818.3226418913, 3697581.2671514964, 2849191.075575109, 1600166.2734564836, 1773949.1120831463, 2822478.651058382, 4323896.606255214, 1523621.6080223816, 2096519.174962213, 458599.90753787063, 3735122.901534654, 5941085.236740808, 1744868.3189824852, 1764623.371386535, 2168833.7707425905, 668242.29849179, 1166881.943938978, 3117180.4661183516, 3624365.4147503427, 2433691.903487426, 1506248.975498574, 1818469.3429762507, 2447507.5917087146, 485475.55086094094]"
12111.0,4,"[3089165.2031457652, 1331094.066856706, 1700763.9391593742, 619527.7270718163, 2857505.4693119284, 851364.8308499219, 1257802.2124653014, 967197.0585729128, 3091484.5940166763, 1164929.3881200647, 1183807.5722766127, 485711.5617287966, 3660053.235046038, 971114.3665427516, 1106178.7880409183, 667256.8677945356, 1102892.3538045795, 2114087.814248161, 801453.6458982879, 1286315.5002388249, 2231014.997903726, 2792472.8908170382, 3880608.4244607473, 1260259.3839539979, 866043.4689349951, 1246670.7463907008, 6658017.089595792, 692624.059775172, 5006798.096806864, 1445890.277578616]"
12111.0,5,"[2874635.74259598, 2500169.5825084583, 1667300.927913915, 865298.4514889999, 115620.47509863388, 2481155.3241689554, 835346.2161579429, 3225012.4386442676, 949365.338328793, 447334.8040357274, 543505.160078343, 1502977.1652781866, 1037979.2005053838, 2439854.2187714004, 1644682.508606541, 3402051.4760366594, 1980787.1337710163, 4785719.474366819, 1520999.7812775122, 510446.4974929935, 1853091.4349419265, 739824.5167826321, 3780431.0617261953, 833330.96862827, 2942059.718122774, 2957197.1029682592, 4585951.45480881, 1377400.1009943073, 1126282.0625299725, 1691602.4045506816]"
12111.0,6,"[2288675.704080974, 2434997.6422495623, 1551329.6951609193, 3293889.8966550715, 2867802.779716604, 443827.2910529804, 731063.4570838162, 3549867.9678994077, 3040822.5870649656, 4374289.866295239, 1411006.5927007329, 1334866.3819341867, 626321.9235025819, 1199635.1288483886, 1747954.118911436, 351491.7441442589, 1998149.6834549508, 1253627.0031691883, 3661628.450574936, 2714564.4117514524, 1022294.4008030086, 4758788.678832548, 2828011.7670466946, 4264188.244152512, 1791019.9441756085, 3537462.291551863, 4889790.668562992, 1256480.8950782574, 1484946.5661467263, 799211.9418171282]"
12111.0,7,"[544882.5209511614, 2572187.881000337, 1440492.8259165687, 3047230.374897029, 1529093.0829533588, 2837902.27851176, 1432236.0308635752, 2455668.7103875326, 263245.45214658725, 463880.71220436326, 1897843.4618440263, 900885.469948858, 1582465.4488305042, 1759329.8520560083, 1500930.8805535124, 72600.46835383693, 3655973.979165871, 700100.5829450826, 2086390.1511448473, 1174165.935626476, 1247882.9588608642, 3505842.6001188094, 1412192.961876877, 543411.2072901236, 488266.3546123252, 2438016.3486367986, 2183014.8910983466, 1222554.9207086354, 2117312.692594924, 567812.7207901396]"
12111.0,8,"[4193456.7317921766, 2484523.6442557937, 738819.3892893926, 6825790.791317323, 1914163.561136174, 3239421.164337683, 1884414.5949324802, 1632150.623012033, 6177183.991847159, 2314955.5259744492, 2031250.2865759723, 1747405.8169529657, 1385032.4984631434, 1392310.071091592, 927610.1926559246, 730210.8325910796, 4387641.480168573, 173185.0546468637, 1588245.6844299375, 2430218.604405065, 2278577.238350705, 2945183.6415922735, 4594223.087457584, 917479.6582590406, 1367983.3798331143, 1592872.5339963008, 917034.6130648205, 3318410.041073139, 732204.1965381933, 1211732.9583370879]"
12111.0,9,"[2487243.8712280323, 2118870.8163194247, 1688544.6321376727, 1815502.9922521482, 1830209.6643419636, 1073859.1931588964, 535967.5219164228, 1614584.856178742, 4873034.853268907, 2305949.4818366743, 763028.9567674734, 1323361.8571673015, 331244.22331691836, 1275532.0790055369, 2039368.6521174365, 3927205.8802003567, 1428705.0551660194, 1894340.132612185, 1930670.3097902986, 419538.1125410707, 806477.3707118783, 2772321.663241299, 1049294.5399177608, 1840487.354673839, 1407948.9533248127, 482706.282982158, 1051009.6822038093, 2807707.834891814, 2010876.9527957859, 1295290.2703101411]"
12113.0,0,"[3731834.1119525866, 1849147.1095371658, 19143862.09754925, 31519169.827386215, 10067177.115414549, 20665718.522655644, 103233.42842074877, 11355205.747618882, 19444465.73173407, 20953101.3513452, 3095501.4839059273, 5148594.778115023, 15519899.124771975, 10100875.557630477, 3084599.5491327452, 37651500.02617956, 22057461.81733553, 29763161.918889187, 12992341.336161923, 13976626.470833154, 16533551.608452113, 15904519.634463651, 5525984.80394512, 5542979.351617981, 9898789.572245639, 2106477.1598274265, 6187275.864946505, 5498688.097448459, 13328596.10838724, 3019923.8255130644]"
